I0,I1,I2
-0.039307,0.022461,0.928223
-0.029053,0.074707,0.962158
-0.070557,0.158936,1.015137
-0.042969,0.047119,0.970703
-0.053955,0.083252,1.008545
-0.066162,0.119141,0.966309
-0.057861,0.153320,1.022949
-0.057617,0.050293,0.974609
-0.014893,0.094727,1.030273
-0.040527,0.149658,1.022949
-0.059082,0.057861,0.968018
-0.102539,0.095215,1.035400
0.037354,0.106689,1.044189
-0.033691,0.138184,1.017334
-0.119873,0.140869,1.013916
-0.012695,0.088623,1.007813
0.037354,0.095947,1.027832
-0.114990,0.046143,0.952881
-0.065674,0.095947,0.977783
0.060547,0.145020,1.010498
-0.038574,0.060303,0.970947
-0.067871,0.068359,1.012939
-0.004883,0.181152,1.026123
-0.069336,0.089355,0.922363
-0.104980,0.012695,0.945801
-0.030518,0.050781,0.978027
-0.071777,0.136475,0.959473
-0.055664,0.109375,0.959473
0.020264,0.108887,1.036133
-0.041504,0.083252,0.975586
-0.035156,0.093506,0.966064
0.022705,0.119873,0.982910
-0.039307,0.121582,0.998779
-0.019287,0.070313,1.006104
-0.015381,0.045410,0.962402
-0.078613,0.055664,0.955566
-0.041748,0.102051,1.012207
0.016113,0.077148,1.025391
-0.086670,0.104248,1.013184
-0.037109,0.110840,1.011230
0.042969,0.101318,1.022461
-0.059570,0.085938,1.032471
-0.099365,0.132324,1.040771
-0.010986,0.135498,1.022461
-0.001221,0.121338,1.021973
-0.043213,0.125977,1.015869
-0.059082,0.073486,0.974854
-0.047852,0.066162,0.981689
-0.000244,0.101807,1.012451
-0.020508,0.096436,0.962402
-0.034668,0.081055,0.979492
-0.044678,0.040283,0.920166
-0.003174,0.040527,0.945557
-0.062012,0.068359,0.962646
0.000000,0.099365,0.986328
-0.025635,0.109619,0.956787
-0.068848,0.038086,0.951172
-0.081787,0.102783,1.015625
0.027588,0.068604,0.931396
-0.027100,0.051514,0.931641
-0.102539,0.014648,0.955811
-0.000977,0.060303,0.995850
0.052490,0.144531,1.005127
-0.043457,0.043457,0.952637
-0.095215,0.022949,0.979248
-0.015869,0.076904,0.986084
-0.044189,0.025635,0.955566
-0.117676,0.005127,0.973389
-0.054688,0.136719,1.048584
-0.069336,0.110596,1.000488
-0.085205,0.047607,1.020508
-0.000732,0.152832,1.075684
-0.013184,0.134033,0.979492
-0.087891,0.000488,0.952393
0.028564,0.076172,1.052246
-0.005615,0.173584,1.016357
-0.120361,0.074219,0.954590
-0.024170,0.047119,0.986084
0.020264,0.134521,0.995605
-0.115967,0.115723,0.969971
-0.029297,0.073730,0.964600
-0.025879,0.069092,0.938477
-0.057373,0.076660,0.936768
-0.037354,0.095459,0.964844
-0.035889,0.121826,0.976807
-0.039795,0.109619,0.964111
0.021973,0.165039,1.031982
0.000000,0.100342,0.963623
-0.110840,0.073242,0.952148
-0.032227,0.058105,0.965820
-0.005615,0.097412,1.003906
-0.087402,0.055908,0.946045
-0.087158,0.125244,1.026611
0.006104,0.132568,1.036621
0.006836,0.108643,1.016357
-0.098145,0.137207,1.025391
-0.020996,0.067139,1.000000
-0.015625,0.132080,1.031494
-0.036133,0.135498,1.032227
-0.064453,0.114746,1.023682
-0.034912,0.103271,1.016602
-0.090332,0.071045,0.952393
-0.010498,0.129150,1.015869
-0.016357,0.149414,1.019531
-0.068848,0.127930,1.004395
-0.013184,0.140625,0.999268
0.022949,0.165039,0.999023
-0.046875,0.089355,0.962402
-0.085449,0.133301,1.001465
0.054443,0.190430,1.009521
-0.004395,0.114502,0.945313
-0.057129,0.104492,0.998535
-0.032227,0.103027,0.935059
-0.006348,0.151123,0.990479
-0.059570,0.135742,1.005127
-0.043213,0.129883,0.988281
-0.047363,0.152100,0.992676
-0.020752,0.134766,0.992920
0.016846,0.149658,1.034668
0.014404,0.180420,1.041748
-0.044434,0.050293,0.941650
-0.049805,0.054443,0.978027
-0.038818,0.104980,0.977295
-0.032715,0.087646,0.969238
-0.056396,0.067627,0.999268
-0.028320,0.093018,1.003174
-0.028076,0.149658,1.041016
-0.069336,0.137207,1.006836
-0.032959,0.135254,1.037109
0.021240,0.140625,1.015625
-0.072021,0.102295,0.955078
-0.074219,0.148438,1.041748
0.010986,0.212158,1.040283
0.002930,0.170898,1.012695
-0.116699,0.125488,0.985107
0.006592,0.177490,1.010254
-0.016846,0.179443,0.974365
-0.066895,0.058105,0.961426
-0.050049,0.184814,1.027832
0.035156,0.292480,1.047363
-0.029785,0.137695,0.970947
